Code,Name,Volatility,TotalReturn,Sector,Volume,Amount,Marcap,Risk
005930,삼성전자,1.88,3.15,반도체와반도체장비,12484853,695165796800,331919909780000,2
000660,SK하이닉스,3.38,18.74,반도체와반도체장비,4787827,997298868500,149604486007500,3
373220,LG에너지솔루션,2.68,-7.54,전기제품,218531,76521486000,81432000000000,2
207940,삼성바이오로직스,1.73,5.9,제약,32460,32736205000,71458696000000,2
005380,현대차,2.1,7.89,자동차,1651395,368846908500,47223351070500,2
000270,기아,1.99,9.74,자동차,1609792,169660751700,42113531728800,2
068270,셀트리온,2.1,5.67,제약,277352,51380047900,40311487477800,2
005935,삼성전자우,1.9,1.65,반도체와반도체장비,643490,29626795400,38099654210000,2
105560,KB금융,1.55,3.16,은행,907614,79417085200,34787912593200,2
035420,NAVER,2.45,-6.88,양방향미디어와서비스,313759,63646858500,32241931128000,2
329180,HD현대중공업,3.05,35.13,조선,226634,69979140000,27830371866000,3
055550,신한지주,1.4,-0.79,은행,695139,34541198200,25172266250000,1
012330,현대모비스,2.11,2.61,자동차부품,155920,39862832000,23853241611000,2
005490,POSCO홀딩스,1.46,-3.3,철강,235091,61301875500,21730211151000,2
028260,삼성물산,1.52,4.29,복합기업,141772,17216618400,21600769000500,2
138040,메리츠금융지주,1.74,2.84,증권,194474,20226906200,19968395935800,2
096770,SK이노베이션,2.29,6.75,석유와가스,329027,41585209700,19105899164000,2
032830,삼성생명,2.29,-7.0,생명보험,188459,17707645500,18880000000000,2
010130,고려아연,5.96,-37.16,비철금속,29400,26076462000,18239592323000,3
012450,한화에어로스페이스,3.59,27.18,우주항공과국방,198224,75401122500,17298050599500,3
051910,LG화학,1.95,-6.29,화학,146809,36193982500,17365716378000,2
009540,HD한국조선해양,2.97,14.22,조선,176210,42118819500,17056320956000,3
086790,하나금융지주,1.75,-0.84,은행,586157,34194620800,16918487832000,2
000810,삼성화재,1.5,-4.05,손해보험,48542,17315286000,16889129390500,2
011200,HMM,1.73,1.17,해운사,876116,16640963900,16722129634080,2
035720,카카오,2.48,-18.16,양방향미디어와서비스,1739149,63741221500,16193667270500,2
259960,크래프톤,2.94,5.01,게임엔터테인먼트,98478,32966152500,16048735790000,3
006400,삼성SDI,2.74,-5.63,전기제품,321368,75280970000,16090900020000,2
267260,HD현대일렉트릭,2.74,9.81,전기장비,161409,64376405500,14328736162500,2
066570,LG전자,1.91,-0.12,전자제품,234913,20170983600,14057347222600,2
042660,한화오션,3.62,35.35,조선,3603866,161519252000,13865206078500,3
033780,KT&G,1.37,-6.02,담배,234006,25493227900,13651975923300,1
015760,한국전력,1.51,-4.9,전기유틸리티,821225,16676606100,13096067170800,2
